caption_id,caption_text,make,model,year_text,from_year,to_year,complete_bodytype,doors,body_type,series,badge,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZGH10-WGN,MAZDA 6 GH WAGON 2008 - 2012,MAZDA,MAZDA6,2/08 - 12/12,2008,2012,5DR WAGON,5,WAGON,,,MZGH10 LFW/MOY,MZGH10 LFW/GBX,MZGH10 LFW/GBX SK,MZGH10 FD/LH G,MZGH10 FD/RH G,MZGH10 FD/LH G SK,MZGH10 FD/RH G SK,MZGH10 FD/LH G OE,MZGH10 FD/RH G OE,MZGH10W RD/LH G,MZGH10W RD/RH G,MZGH10W RD/LH G OE,MZGH10W RD/RH G OE,MZGH10W RQ/LH G,MZGH10W RQ/RH G,MZGH10W RQ/LH G OE,MZGH10W RQ/RH G OE,MZGH10W SW/LH GY OE,MZGH10W SW/RH GY OE,MZGH10W RW/TGHX,MZGH10W RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZG10-WGN,MAZDA 6 GY WAGON 2002 - 2008,MAZDA,MAZDA6,09/02 - 12/07,2002,2008,5DR WAGON,5,WAGON,,,MZG10 LFW/GBX,MZG10 FD/LH G,MZG10 FD/RH G,MZG10W RD/LH G,MZG10W RD/RH G,MZG10W RQ/LH G,MZG10W RQ/RH G,MZG10W SW/LHX G,MZG10W SW/RHX G,MZG10W SW/LHX G OE,MZG10W SW/RHX G OE,MZG10W RW/TGHX,MZG10W RW/TGHX OE,MZGY1W RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZG10-HBK,MAZDA 6 GG HATCH 2002 - 2008,MAZDA,MAZDA6,09/02 - 12/07,2002,2008,5DR HATCH,5,HATCH,,,MZG10 LFW/GBX,MZG10 FD/LH G,MZG10 FD/RH G,MZG10H RD/LH G,MZG10H RD/RH G,MZG10H RQ/LH G,MZG10H RQ/RH G,MZG10H RW/TGHX,MZG10H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZGH10-HBK,MAZDA 6 GH HATCH 2008 - 2012,MAZDA,MAZDA6,2/08 - 12/12,2008,2012,5DR HATCH,5,HATCH,,,MZGH10 LFW/MOY,MZGH10 LFW/GBX,MZGH10 LFW/GBX SK,MZGH10 FD/LH G,MZGH10 FD/RH G,MZGH10 FD/LH G SK,MZGH10 FD/RH G SK,MZGH10 FD/LH G OE,MZGH10 FD/RH G OE,MZGH10H RD/LH G,MZGH10H RD/RH G,MZGH10H RD/LH G SK,MZGH10H RD/RH G SK,MZGH10H RD/LH G OE,MZGH10H RD/RH G OE,MZGH10H RQ/LH G,MZGH10H RQ/RH G,MZGH10H RQ/LH G OE,MZGH10H RQ/RH G OE,MZGH10H OW/LHX G,MZGH10H OW/RHX G,MZGH10H OW/LH GY OE,MZGH10H OW/RH GY OE,MZGH10H RW/TGHX,MZGH10H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZGJ10-SDN,MAZDA 6 GJ SEDAN 2012 - 2016,MAZDA,MAZDA6,12/12 - 12/16,2012,2016,4DR SEDAN,4,SEDAN,,,5180AGABCMW2L SK,MZGJ10 LFW/MRY,MZGJ10 LFW/MROY,MZGJ10I LFW/MROY,MZGJ10II LFW/MROY,MZGJ10 FD/LH G,MZGJ10 FD/RH G,MZGJ10 FD/LH GY OE,MZGJ10 FD/RH GY OE,MZGJ10S RD/LH G,MZGJ10S RD/RH G,MZGJ10S RD/LH GY OE,MZGJ10S RD/RH GY OE,MZGJ10S RQ/LH G,MZGJ10S RQ/RH G,MZGJ10S RQ/LH G OE,MZGJ10S RQ/RH G OE,MZGJ10S RW/TGHX,MZGJ10S RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZGJ10-WGN,MAZDA 6 GJ WAGON 2012 - 2016,MAZDA,MAZDA6,12/12 - 12/16,2012,2016,5DR WAGON,5,WAGON,,,5180AGABCMW2L SK,MZGJ10 LFW/MRY,MZGJ10 LFW/MROY,MZGJ10I LFW/MROY,MZGJ10II LFW/MROY,MZGJ10 FD/LH G,MZGJ10 FD/RH G,MZGJ10 FD/LH GY OE,MZGJ10 FD/RH GY OE,MZGJ10W RD/LH G,MZGJ10W RD/RH G,MZGJ10W RD/LH GY OE,MZGJ10W RD/RH GY OE,MZGJ10W RQ/LH G,MZGJ10W RQ/RH G,MZGJ10W RQ/LH G OE,MZGJ10W RQ/RH G OE,MZGJ10W SW/LHX GY OE,MZGJ10W SW/RHX GY OE,MZGJ10W RW/TGHX,MZGJ10W RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZGL-SDN,MAZDA 6 GL SEDAN 2016 - on,MAZDA,MAZDA6,01/16 on,2016,2021,4DR SEDAN,4,SEDAN,,,MZGL10 LFW/MROHQY,5180AGABCMW2L SK,MZGJ10 LFW/MRY,MZGJ10 LFW/MROY,MZGJ10I LFW/MROY,MZGJ10II LFW/MROY,MZGJ10 FD/LH G,MZGJ10 FD/RH G,MZGJ10 FD/LH GY OE,MZGJ10 FD/RH GY OE,MZGJ10S RD/LH G,MZGJ10S RD/RH G,MZGJ10S RD/LH GY OE,MZGJ10S RD/RH GY OE,MZGJ10S RQ/LH G,MZGJ10S RQ/RH G,MZGJ10S RQ/LH G OE,MZGJ10S RQ/RH G OE,MZGJ10S RW/TGHX,MZGJ10S RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZGl-WGN,MAZDA 6 GL SEDAN 2016 - on,MAZDA,MAZDA6,01/16 on,2016,2021,4DR SEDAN,4,SEDAN,,,MZGL10 LFW/MROHQY,5180AGABCMW2L SK,MZGJ10 LFW/MRY,MZGJ10 LFW/MROY,MZGJ10I LFW/MROY,MZGJ10II LFW/MROY,MZGJ10 FD/LH G,MZGJ10 FD/RH G,MZGJ10 FD/LH GY OE,MZGJ10 FD/RH GY OE,MZGJ10W RD/LH G,MZGJ10W RD/RH G,MZGJ10W RD/LH GY OE,MZGJ10W RD/RH GY OE,MZGJ10W RQ/LH G,MZGJ10W RQ/RH G,MZGJ10W RQ/LH G OE,MZGJ10W RQ/RH G OE,MZGJ10W SW/LHX GY OE,MZGJ10W SW/RHX GY OE,MZGJ10W RW/TGHX,MZGJ10W RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZLW10,"MAZDA MPV 5 DOOR VAN (LW10G1, LW10J1, LW10J2) 8/99 - 12/06",MAZDA,MPV,08/99 - 12/06,1999,2006,5DR VAN,5,VAN,,,MZLW10 LFW/M,MZLW10 FD/LH G,MZLW10 FD/RH G,MZLW10 RD/LH G,MZLW10 RD/RH G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZNC3,MAZDA MX-5 (JM0NC30F2...) 10/05 - 8/15,MAZDA,MX-5,10/05 - 8/15,2005,2015,2DR COUPE,2,COUPE,,,MZNA3 LFW/GBX,MZNC3 FD/LH GY OE,MZNC3 FD/RH GY OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZNC3-1,MAZDA MX-5 (JM0NC30F2...) 10/05 - 8/15,MAZDA,MX-5,10/05 - 8/15,2005,2015,2DR CONVERTIBLE,2,CONVERTIBLE,,,MZNA3 LFW/GBX,MZNC3 FD/LH GY OE,MZNC3 FD/RH GY OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZND2E,MAZDA MX-5 (JM0ND2...) 8/15 on,MAZDA,MX-5,8/15 on,2015,2021,2DR COUPE,2,COUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZND2E-1,MAZDA MX-5 (JM0ND2...) 8/15 on,MAZDA,MX-5,8/15 on,2015,2021,2DR CONVERTIBLE,2,CONVERTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-PARKWAY,"MAZDA PARKWAY BUS T3500 W723, W724 82 - 97",MAZDA,PARKWAY,01/82 - 12/97,1982,1997,BUS,,BUS,,,MZPY FDU/LHG,MZPY FD/LH G,MZPY FDU/RHG,MZPY FD/RH G,MZPY SW1/LH G,MZPY SW2/LH G,MZPY SW2/LH G,MZPY SW1/LH G,MZPY SW3/LH G,MZPY SW3/RH G,MZPY SW8/LH G,MZPY SW8/RH G,MZPY RW/TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZCP10,"MAZDA PREMACY 5 DOOR WAGON (JMOBJ10P2, CP10S2) 2/01 - 6/03",MAZDA,PREMACY,02/01 - 06/03,2001,2003,5DR HATCH,5,HATCH,,,MZCP10 LFW/GBX,MZCP10 FV/LH GY OE,MZCP10 FV/RH GY OE,MZCP10 FD/LH G,MZCP10 FD/RH G,MZCP10 RD/LH G,MZCP10 RD/RH G,MZCP10 RQ/LH G,MZCP10 RQ/RH G,MZCP10 SW/LHX GY OE,MZCP10 SW/RHX GY OE,MZCP10 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mz471,"MAZDA RX-5 2DR COUPE CD, COSMO 1976 - 1980",MAZDA,RX-5,1976,1976,1980,2DR COUPE,2,COUPE,,,MZ471 LFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZFE10,MAZDA RX8 2 DOOR (COUPE) (FE1031) 7/03 - 11/11,MAZDA,RX8,07/03 - 11/11,2003,2011,2DR COUPE,2,COUPE,,,MZFE10 FD/LH G SK,MZFE10 FD/RH G SK,MZFE10 FD/LH GY OE,MZFE10 FD/RH GY OE,MZFE10 OW/LHX GY OE,MZFE10 OW/RHX GY OE,MZFE10 RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZT30I,MAZDA TRUCK T3500 2 DOOR & 4 DOOR W023 6/83 - 6/89,MAZDA,T3500,06/83 - 06/89,1983,1989,TRUCK,,TRUCK,,,T30I FD/LH C,T30I FD/RH C,MA170-060-001,MA170-060-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZT35,MAZDA TRUCK T4000 2 DOOR & 4 DOOR W232 7/89 - 00,MAZDA,T4000,07/89 - 12/00,1989,2000,TRUCK,,TRUCK,,,T35 FD/LH C,T35 FD/RH C,MA171-060-001,MA171-060-000,T35 RW/TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZT4000,MAZDA TRUCK T4000 W640E 2000 on,MAZDA,T4000,07/00 on,2000,2021,TRUCK,,TRUCK,,,T4000 LFW/GBX,T4000 FD/LH G,T4000 FD/RH G,T4000 RW/TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZT4000-WG71,"MAZDA TRUCK T4600 WG71, WG72, WG73, WH03, W640E SWB, LWB F/C (Wide Cab) 2000 on",MAZDA,T4600,07/00 on,2000,2019,TRUCK,,TRUCK,,,T4000 LFW/GBX,T4000 FD/LH G,T4000 FD/RH G,T4000 RW/TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZT4000-1,"MAZDA TRUCK T4600 WG71, WG72, WG73, WH03, W640E SWB, LWB F/C (Wide Cab) 2000 on",MAZDA,T4600,07/00 on,2000,2021,TRUCK,,TRUCK,,,T4000 LFW/GBX,T4000 FD/LH G,T4000 FD/RH G,T4000 RW/TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZTRIB-06,"MAZDA TRIBUTE YU 4 DOOR WAGON (LFAC5ZTN, 6ZTV) 7/06 - 3/08",MAZDA,TRIBUTE,7/06 - 3/08,2006,2008,5DR SUV,5,SUV,,,TRIB LFW/GBX,TRIB FWM,TRIB FD/LH G,TRIB FD/RH G,TRIB FD/LH G SK,TRIB FD/RH G SK,TRIB RD/LH G,TRIB RD/RH G,TRIB RD/LH Grey,TRIB RD/RH Grey,TRIB SW/LHX G,TRIB SW/RHX G,TRIB RW/TGHX,TRIB RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZTRIB-01,"MAZDA TRIBUTE YU 4WD 4 DOOR WAGON (DYU061B, DYU081) 2/01 - 12/03, (CU08ZY,CU08IY) 1/04 - 6/06",MAZDA,TRIBUTE,02/01 - 6/06,2001,2006,5DR SUV,5,SUV,,,TRIB LFW/GBX,TRIB FWM,TRIB FD/LH G,TRIB FD/RH G,TRIB FD/LH G SK,TRIB FD/RH G SK,TRIB RD/LH G,TRIB RD/RH G,TRIB RD/LH Grey,TRIB RD/RH Grey,TRIB SW/LHX G,TRIB SW/RHX G,TRIB RW/TGHX,TRIB RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB007-COACH,MERCEDES BENZ 0305 CITY BUS ~~/83 - ~~/~~,MERCEDES BENZ,0305 CITY BUS,1982 on,1982,2021,BUS,,BUS,,,MB008 LFW/LH,MB007 LFW/RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC280-SDN,"MERCEDES 220E, 230, 260E, 280, 300D, 300E 4 DOOR SEDAN (W124) (WDB124..) 2/86 - 2/93",MERCEDES BENZ,220E,02/86 - 02/93,1986,1993,4DR SEDAN,4,SEDAN,,,MCW124 LFW,MC280S FD/LH G,MC280S FD/RH G,MC280S RD/lH G,MC280S RD/RH G,MC280S RQ/LH G,MC280S RQ/RH G,MC280S RW/TGHX,MC280S LRW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW124-WGN,"MERCEDES 220E, 230, 260E, 280, 300D, 300E 4 DOOR WAGON (W124) (WDB124..) 2/86 - 2/93",MERCEDES BENZ,300E,02/86 - 09/93,1986,1993,4DR SEDAN,4,SEDAN,,,MCW124 LFW,MC280S FD/LH G,MC280S FD/RH G,MCW124W RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW124-COUPE,MERCEDES 300CE 320CE 2 DOOR COUPE (W124) (WDB124..) 2/86 - 9/93,MERCEDES BENZ,320CE,02/86 - 09/93,1986,1993,2DR COUPE,2,COUPE,,,MCW124C LRW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW124-Cab,MERCEDES 300CE 320CE 2 DOOR CABRIOLET (W124) (WDB124..) 2/86 - 9/93,MERCEDES BENZ,320CE,02/86 - 09/93,1986,1993,2DR CABRIOLET,2,CABRIOLET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW124-SDN,MERCEDES 320E SEDAN (W124) (WDB124...) 2/93 - 9/93,MERCEDES BENZ,320E,02/93 - 09/93,1993,1993,4DR SEDAN,4,SEDAN,,,MCW124 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW124,MERCEDES E CLASS 4 DOOR SEDAN (W124) (WDB124..) 9/93 - 12/95,MERCEDES BENZ,320E,9/93 - 12/95,1993,1995,4DR SEDAN,4,SEDAN,,,MCW124 LFW,MC280S FD/LH G,MC280S FD/RH G,MC280S RD/lH G,MC280S RD/RH G,MC280S RQ/LH G,MC280S RQ/RH G,MC280S RW/TGHX,MC280S LRW/TGHX,MCW124 RW/TGHX,MCW124 LRW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW116-SDN,MERCEDES 4 DOOR SEDAN 350SE / 450SE W116 72-79,MERCEDES BENZ,350SE,01/72 - 12/79,1972,1979,4DR SEDAN,4,SEDAN,,,MCW116 FD/LH C,MCW116 FD/RH C,MCW116 RD/LH C,MCW116 RD/RH C,MCW116 RW/TG,MCW116 RW/TGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW107-2D,MERCEDES 350SL 2DR HARDTOP CABRIOLET W107 71 - 89,MERCEDES BENZ,350SL,01/71 - 12/89,1971,1989,2DR CABRIOLET,2,CABRIOLET,,,MCW107 FD/LH G,MCW107 FD/RH G,MCW107 LRW/TGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW107-COUPE,MERCEDES 380SLC / 450SLC 2DR COUPE W107 71 - 89,MERCEDES BENZ,350SL,01/71 - 12/89,1971,1989,2DR COUPE,2,COUPE,,,MCW107-1 LRW/TGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW169-3HBK,MERCEDES A CLASS 3 DOOR HATCH W169 5/05 - 12/09,MERCEDES BENZ,A CLASS,05/05 - 12/09,2005,2009,3DR HATCH,3,HATCH,,,MCW169 LFW,5358AGSBLMV1B SK,MCW169 3FD/LH G SK,MCW169 3FD/RH G SK,MCDD16 RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW168-5HBK,"MERCEDES A CLASS 5 DOOR HATCH A140, A160, A190 (W168) (WDB16803...) 10/98 - 9/01",MERCEDES BENZ,A CLASS,10/98 - 9/01,1998,2001,5DR HATCH,5,HATCH,,,MCW168 FD/LH G,MCW168 FD/RH G,MCW168 RD/LH G,MCW168 RD/RH G,MCW168 RQ/LHX G,MCW168 RQ/RHX G,MCW168 SW/LHX G,MCW168 SW/RHX G,MCW168 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW168-5HBK-LWB,"MERCEDES A CLASS 5 DOOR HATCH A160 LWB, A190 LWB (W168) (WDB16813...) 10/01 - 3/05",MERCEDES BENZ,A CLASS,10/01 - 3/05,2001,2005,5DR HATCH,5,HATCH,,,MCW168 FD/LH G,MCW168 FD/RH G,MCW168II RD/LH G,MCW168II RD/RH G,MCW168 RQ/LHX G,MCW168 RQ/RHX G,MCW168 SW/LHX G,MCW168 SW/RHX G,MCW168 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW169-5HBK,MERCEDES A CLASS 5 DOOR HATCH W169 5/05 - 12/09,MERCEDES BENZ,A CLASS,05/05 - 12/09,2005,2009,5DR HATCH,5,HATCH,,,MCW169 LFW,5358AGSBLMV1B SK,MCW169 FD/LH G SK,MCW169 FD/RH G SK,MCW169 RD/LH G,MCW169 RD/RH G,MCW169 RD/LH G SK,MCW169 RD/RH G SK,MCDD16 RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW176,MERCEDES BENZ A CLASS 5 DOOR HATCH W176 03/13 on,MERCEDES BENZ,A CLASS,03/13 on,2013,2021,5DR HATCH,5,HATCH,,,5381AGAMVW,5381AGAMVW SK,MCW176 LFW/MROHAY,MCW176 FD/LH G SK,MCW176 FD/RH G SK,MCW176 RD/LH G SK,MCW176 RD/RH G SK,MCW176 RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC1836,"MERCEDES ACTROS TRUCK F/C (1836, 1840, 1841, 1844, 2640, 2641, 2643, 2648, 2651,2653,2660,2655,3240,3241, 3243, 3244, 3341, 3344, 3348, 3353) ~~/97 on",MERCEDES BENZ,ACTROS,~~/96 - ~~/~~,1996,2024,TRUCK,,TRUCK,,,MC1836 LFW,MC1836 LFW/R,MC1836 FD/LH G,MC1836 FD/RH G,MC2640 FD/LH G,MC2640 FD/RH G,MC1836 RW/TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCACTR14,MERCEDES ACTROS TRUCK STANDARD CAB 2014 on,MERCEDES BENZ,ACTROS,~~/14 - ~~/~~,2014,2024,TRUCK,,TRUCK,,,MCACTR14 LFW/ROH,MCAC14-STD LFW/RO,MCACTR14 FD/LH G,MCACTR14 FD/RH G,MC1836 RW/TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCACTR14-wide,MERCEDES ACTROS TRUCK WIDE CAB 2014 on,MERCEDES BENZ,ACTROS,~~/14 - ~~/~~,2014,2024,TRUCK,,TRUCK,,,MCACTR14 LFW/RO,MCACTR14 FD/LH G,MCACTR14 FD/RH G,MC1836 RW/TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC1223,MERCEDES ATEGO TRUCK 2000 on,MERCEDES BENZ,ATEGO,1/00 ON,2000,2021,TRUCK,,TRUCK,,,MC1223 LFW/GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW169,"MERCEDES B CLASS 5 DOOR HATCH B180, B200 W245 11/05 - 3/12",MERCEDES BENZ,B CLASS,11/05 - 3/12,2005,2012,5DR HATCH,5,HATCH,,,MCW169 LFW,5358AGSBLMV1B SK,MCW169 FD/LH G SK,MCW169 FD/RH G SK,MCW245 RD/LH G SK,MCW245 RD/RH G SK,MCW245 RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW246,MERCEDES B CLASS 5 DOOR HATCH B CLASS W246 (WDD246) 3/12 on,MERCEDES BENZ,B CLASS,3/12 on,2012,2021,5DR HATCH,5,HATCH,,,MCW246 FD/LH G SK,MCW246 FD/RH G SK,MCW246 RD/LH G SK,MCW246 RD/RH G SK,MCW246 RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW203-02,MERCEDES BENZ C CLASS W203 4DR SEDAN 2002 - 2007,MERCEDES BENZ,C CLASS,10/02 - 07/07,2002,2007,4DR SEDAN,4,SEDAN,,,MCW203 LFW/LOY,MCW203C LFW/RY,MCW203C LFW/R2Y,MCW203C LFW/R3Y,MCW203-1 FD/LH G SK,MCW203-1 FD/RH G SK,MCW203S-1 RD/LH G,MCW203S-1 RD/RH G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW203-00,MERCEDES BENZ C CLASS W203 4DR SEDAN 2000 - 2002,MERCEDES BENZ,C CLASS,11/00 - 09/02,2000,2002,4DR SEDAN,4,SEDAN,,,MCW203 LFW/LOY,MCW203C LFW/RY,MCW203C LFW/R2Y,MCW203C LFW/R3Y,MCW203 FD/LH G SK,MCW203 FD/RH G SK,MCW203S RD/LH G,MCW203S RD/RH G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW202-SDN,MERCEDES BENZ C CLASS W202 4DR SEDAN 1994 - 2000,MERCEDES BENZ,C CLASS,1994 - 2000,1994,2000,4DR SEDAN,4,SEDAN,,,MCW202 LFW,MCW202 LFW/R,MCW202 FD/LH G,MCW202 FD/RH G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW204,MERCEDES BENZ C CLASS W204 4DR SEDAN 2007 - 2014,MERCEDES BENZ,C CLASS,7/07 - 11/14,2007,2014,4DR SEDAN,4,SEDAN,,,MCW204 LFW/GBX,MCW204 LFW/OR,MCW204 FD/LH G,MCW204 FD/RH G,MCW204 FD/LH G SK,MCW204 FD/RH G SK,MCW204S RD/LH G,MCW204S RD/RH G,MCW204S RD/LH G SK,MCW204S RD/RH G SK,MCW204S RQ/LHX G,MCW204S RQ/RHX G,MCW204S RW/TGHX,MCW204S RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW204W,MERCEDES BENZ C CLASS W204 4DR WAGON 2007 - 2011,MERCEDES BENZ,C CLASS,7/07 - 5/11,2007,2011,5DR WAGON,5,WAGON,,,MCW204 LFW/GBX,MCW204 LFW/OR,MCW204 FD/LH G,MCW204 FD/RH G,MCW204 FD/LH G SK,MCW204 FD/RH G SK,MCW204W RD/LH G,MCW204W RD/RH G,MCW204W RD/LH G SK,MCW204W RD/RH G SK,MCW204W RQ/LHX G,MCW204W RQ/RHX G,MCW204W RW/TGHX,MCW204W RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW205,MERCEDES BENZ C CLASS W205 4DR SEDAN 2014 on,MERCEDES BENZ,C CLASS,11/14 on,2014,2021,4DR SEDAN,4,SEDAN,,,5385AGSACMUVZ2L SK,MCW205 LFW/RY,MCW205 FD/LH G,MCW205 FD/RH G,MCW205 FD/LH G SK,MCW205 FD/RH G SK,MCW205S RD/LH G,MCW205S RD/RH G,MCW205S RD/LH G SK,MCW205S RD/RH G SK,MCW205S RQ/LH G,MCW205S RQ/RH G,MCW205S RW/TGHX,MCW205S RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW205W,MERCEDES BENZ C CLASS S205 4DR WAGON 2014 on,MERCEDES BENZ,C CLASS,11/14 on,2014,2021,5DR WAGON,5,WAGON,,,5385AGSACMUVZ2L SK,MCW205 LFW/RY,MCW205 FD/LH G,MCW205 FD/RH G,MCW205 FD/LH G SK,MCW205 FD/RH G SK,MCW205W RD/LH G SK,MCW205W RD/RH G SK,MCW205W RD/LH P SK,MCW205W RD/RH P SK,MCW205W RW/TGHX SK,MCW205W RW/TPHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW202-WGN,MERCEDES BENZ C CLASS W202 4DR WAGON 1994 - 2000,MERCEDES BENZ,C CLASS,1994 - 2000,1994,2000,5DR WAGON,5,WAGON,,,MCW202 LFW,MCW202 LFW/R,MCW202 FD/LH G,MCW202 FD/RH G,MCW202W RD/LH G,MCW202W RD/RH G,MCW202W RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW204-11,MERCEDES BENZ C CLASS W204 2DR CPE 2011 - 2016,MERCEDES BENZ,C CLASS,~~/11 - ~~/16,2011,2016,2DR COUPE,2,COUPE,,,5370AGAMVW1K SK,MCW204C LFW/OAY,5370AGACMVW1K SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
